,country,year,gdp,electricity_demand,electricity_generation,biofuel_electricity,coal_electricity,fossil_electricity,gas_electricity,hydro_electricity,low_carbon_electricity,nuclear_electricity,oil_electricity,renewables_electricity,solar_electricity,wind_electricity
18961,Thailand,2013,967.12425472,171.4,160.62,5.35,33.61,148.29,113.33,5.41,12.33,0.0,1.35,12.33,1.26,0.31
18962,Thailand,2014,975.956344832,173.13,162.94,6.28,35.15,149.26,112.55,5.16,13.68,0.0,1.56,13.68,1.93,0.31
18963,Thailand,2015,1004.624871424,178.88,166.73,6.86,32.34,153.4,120.2,3.76,13.33,0.0,0.86,13.33,2.38,0.33
18964,Thailand,2016,1037.065846784,196.16,177.77,8.51,36.71,162.0,124.8,3.54,15.77,0.0,0.49,15.77,3.38,0.34
18965,Thailand,2017,1079.232954368,205.11,181.79,9.57,36.82,161.88,124.72,4.69,19.91,0.0,0.34,19.91,4.54,1.11
18966,Thailand,2018,1124.031922176,207.68,182.1,12.06,36.74,156.26,119.34,7.6,25.84,0.0,0.18,25.84,4.54,1.64
19391,Turkey,1990,486.761168896,56.81,57.54,0.0,20.18,34.31,10.19,23.15,23.23,0.0,3.94,23.23,0.0,0.0
19392,Turkey,1991,499.938033664,60.49,60.24,0.04,21.56,37.44,12.59,22.68,22.8,0.0,3.29,22.8,0.0,0.0
19393,Turkey,1992,538.702184448,67.22,67.35,0.05,24.51,40.66,10.81,26.57,26.69,0.0,5.34,26.69,0.0,0.0
19394,Turkey,1993,591.946448896,73.43,73.81,0.06,23.7,39.72,10.79,33.95,34.09,0.0,5.23,34.09,0.0,0.0
19395,Turkey,1994,569.082576896,77.79,78.33,0.05,28.19,47.61,13.82,30.59,30.72,0.0,5.6,30.72,0.0,0.0
19396,Turkey,1995,620.396806144,85.55,86.25,0.22,27.41,50.4,16.58,35.54,35.85,0.0,6.41,35.85,0.0,0.0
19397,Turkey,1996,675.112419328,94.79,94.86,0.18,29.72,54.13,17.17,40.47,40.73,0.0,7.24,40.73,0.0,0.0
19398,Turkey,1997,738.354659328,105.52,103.3,0.29,32.91,63.11,22.09,39.82,40.19,0.0,8.11,40.19,0.0,0.0
19399,Turkey,1998,773.99883776,114.03,111.03,0.24,35.03,68.47,24.85,42.23,42.56,0.0,8.59,42.56,0.0,0.0
19400,Turkey,1999,745.796272128,118.48,116.44,0.13,36.22,81.53,36.42,34.68,34.91,0.0,8.89,34.91,0.0,0.02
19401,Turkey,2000,807.550844928,127.68,124.33,0.17,37.33,93.17,46.54,30.88,31.16,0.0,9.3,31.16,0.0,0.03
19402,Turkey,2001,753.32681728,126.34,122.19,0.18,37.74,97.85,49.71,24.01,24.34,0.0,10.4,24.34,0.0,0.06
19403,Turkey,2002,818.938118144,131.57,128.42,0.13,31.43,94.46,52.53,33.68,33.96,0.0,10.5,33.96,0.0,0.05
19404,Turkey,2003,872.922415104,140.09,139.52,0.08,31.42,103.96,63.54,35.33,35.56,0.0,9.0,35.56,0.0,0.06
19405,Turkey,2004,957.900849152,149.06,149.74,0.08,33.57,103.43,62.27,46.08,46.31,0.0,7.59,46.31,0.0,0.06
19406,Turkey,2005,1046.618898432,160.39,161.55,0.03,42.2,121.81,73.48,39.56,39.74,0.0,6.13,39.74,0.0,0.06
19407,Turkey,2006,1128.34183168,174.51,176.17,0.06,45.61,131.65,80.69,44.24,44.52,0.0,5.35,44.52,0.0,0.13
19408,Turkey,2007,1191.68958464,189.85,191.41,0.09,52.33,154.95,95.03,35.85,36.46,0.0,7.59,36.46,0.0,0.36
19409,Turkey,2008,1213.760274432,197.98,198.31,0.14,56.38,163.89,98.68,33.27,34.42,0.0,8.83,34.42,0.0,0.85
19410,Turkey,2009,1155.016556544,194.0,194.73,0.25,54.23,156.58,96.1,35.96,38.15,0.0,6.25,38.15,0.0,1.5
19411,Turkey,2010,1276.13861888,210.29,211.06,0.33,53.37,155.34,98.14,51.8,55.72,0.0,3.83,55.72,0.0,2.92
19412,Turkey,2011,1403.98559232,230.19,229.28,0.34,64.59,171.19,104.05,52.34,58.09,0.0,2.55,58.09,0.0,4.72
19413,Turkey,2012,1441.915600896,242.25,239.38,0.59,66.33,174.17,104.5,57.86,65.21,0.0,3.34,65.21,0.0,5.86
19414,Turkey,2013,1510.231769088,246.07,239.87,0.88,61.92,170.65,105.12,59.42,69.22,0.0,3.61,69.22,0.0,7.56
19415,Turkey,2014,1570.58531328,256.88,251.62,1.08,74.29,199.0,120.58,40.64,52.62,0.0,4.13,52.62,0.02,8.52
19416,Turkey,2015,1637.83507968,265.23,261.29,1.24,74.18,177.64,99.22,67.15,83.65,0.0,4.24,83.65,0.19,11.65
19417,Turkey,2016,1498.503446528,278.57,273.69,1.63,90.39,183.45,89.23,67.23,90.24,0.0,3.83,90.24,1.04,15.52
19418,Turkey,2017,1610.456629248,295.85,296.43,2.1,95.38,209.19,110.49,58.22,87.24,0.0,3.32,87.24,2.89,17.9
19419,Turkey,2018,1655.984226304,303.23,303.86,2.65,111.36,206.09,92.48,59.94,97.77,0.0,2.25,97.77,7.8,19.95
19881,Ukraine,1990,495.935193088,270.15,298.62,0.0,111.93,211.93,49.89,10.51,86.69,76.18,50.11,10.51,0.0,0.0
19882,Ukraine,1991,460.353470464,263.66,278.47,0.0,104.68,191.63,46.43,11.71,86.84,75.13,40.52,11.71,0.0,0.0
19883,Ukraine,1992,421.710462976,247.23,252.32,0.0,103.94,170.69,42.24,7.88,81.63,73.75,24.51,7.88,0.0,0.0
19884,Ukraine,1993,367.893643264,228.17,229.71,0.0,85.81,143.43,38.89,11.04,86.28,75.24,18.73,11.04,0.0,0.0
19885,Ukraine,1994,288.41869312,201.69,202.73,0.0,75.39,121.76,34.26,12.12,80.97,68.85,12.11,12.12,0.0,0.0
19886,Ukraine,1995,257.477951488,190.87,193.82,0.0,68.61,113.35,32.73,9.95,80.47,70.52,12.01,9.95,0.0,0.0
19887,Ukraine,1996,235.602706432,180.78,182.8,0.0,54.82,94.59,33.28,8.63,88.21,79.58,6.49,8.63,0.0,0.0
19888,Ukraine,1997,232.333279232,177.67,177.82,0.0,53.72,88.53,31.02,9.86,89.29,79.43,3.79,9.86,0.0,0.0
19889,Ukraine,1998,231.737278464,171.98,172.65,0.0,48.83,81.67,29.2,15.74,90.98,75.24,3.64,15.74,0.0,0.0
19890,Ukraine,1999,235.148296192,168.5,171.94,0.0,52.55,85.55,30.25,14.32,86.39,72.07,2.75,14.32,0.0,0.0
19891,Ukraine,2000,253.196058624,167.42,171.27,0.0,50.26,82.65,29.95,11.27,88.62,77.34,2.44,11.28,0.0,0.01
19892,Ukraine,2001,281.110347776,169.75,172.81,0.0,51.98,84.59,30.36,12.03,88.22,76.17,2.25,12.05,0.0,0.02
19893,Ukraine,2002,301.087064064,170.45,173.57,0.0,53.5,85.93,30.49,9.63,87.64,77.99,1.94,9.65,0.0,0.02
19894,Ukraine,2003,335.257370624,175.26,180.2,0.0,53.52,89.52,34.24,9.24,90.68,81.41,1.76,9.27,0.0,0.03
19895,Ukraine,2004,381.07807744,176.69,182.02,0.0,43.97,83.22,37.52,11.75,98.8,87.02,1.73,11.78,0.0,0.03
19896,Ukraine,2005,399.36622592,177.56,185.91,0.0,46.22,84.75,34.16,12.36,101.16,88.76,4.37,12.4,0.0,0.04
19897,Ukraine,2006,436.786692096,182.79,193.23,0.0,61.8,90.09,24.45,12.89,103.14,90.22,3.84,12.92,0.0,0.03
19898,Ukraine,2007,480.580665344,186.97,196.14,0.28,68.06,93.13,22.45,10.14,103.01,92.54,2.62,10.47,0.0,0.05
19899,Ukraine,2008,499.592167424,185.85,192.58,0.26,68.38,90.92,19.31,11.51,101.66,89.84,3.23,11.82,0.0,0.05
19900,Ukraine,2009,431.074443264,169.35,173.62,0.14,62.97,78.58,11.69,11.94,95.04,82.92,3.92,12.12,0.0,0.04
19901,Ukraine,2010,439.429758976,184.76,188.82,0.19,67.3,86.28,15.7,13.15,102.54,89.15,3.28,13.39,0.0,0.05
19902,Ukraine,2011,471.221141504,188.66,194.95,0.13,74.14,93.5,18.45,10.95,101.45,90.25,0.91,11.2,0.03,0.09
19903,Ukraine,2012,472.338530304,186.89,198.36,0.13,79.97,96.99,16.04,10.48,101.37,90.14,0.98,11.23,0.33,0.29
19904,Ukraine,2013,472.222859264,183.82,193.71,0.1,80.13,95.39,13.98,13.8,98.32,83.21,1.28,15.11,0.57,0.64
19905,Ukraine,2014,441.258901504,173.79,182.22,0.13,69.54,83.42,12.71,8.48,98.8,88.39,1.17,10.41,0.43,1.37
19906,Ukraine,2015,398.132477952,160.52,161.87,0.14,55.34,66.91,10.1,5.4,94.96,87.63,1.47,7.33,0.48,1.31
19907,Ukraine,2016,407.348477952,159.33,163.08,0.14,59.6,72.66,9.84,7.67,90.42,80.95,3.22,9.47,0.49,1.17
19908,Ukraine,2017,417.634025472,150.08,155.26,0.21,47.82,57.96,7.39,8.95,97.3,85.58,2.75,11.72,0.74,1.82
19909,Ukraine,2018,431.319908352,152.37,158.44,0.3,47.71,60.81,10.58,10.43,97.63,84.4,2.52,13.23,1.1,1.4
20127,United Kingdom,1990,1505.69222144,329.7,317.76,0.6,204.66,246.19,5.0,5.21,71.57,65.75,36.53,5.82,0.0,0.01
20128,United Kingdom,1991,1487.460892672,337.75,321.34,0.69,209.53,245.48,5.82,4.62,75.86,70.54,30.13,5.32,0.0,0.01
20129,United Kingdom,1992,1491.383222272,336.03,319.34,0.93,192.62,236.13,12.58,5.43,83.21,76.81,30.93,6.4,0.0,0.04
20130,United Kingdom,1993,1527.375331328,338.39,321.67,1.2,169.78,226.6,34.04,4.3,95.07,89.35,22.78,5.72,0.0,0.22
20131,United Kingdom,1994,1585.21032704,341.91,325.02,1.52,160.03,229.79,53.26,5.09,95.23,88.28,16.5,6.95,0.0,0.34
20132,United Kingdom,1995,1623.418994688,348.79,332.48,1.64,153.84,236.65,63.74,4.84,95.83,88.96,19.07,6.87,0.0,0.39
20133,United Kingdom,1996,1663.252430848,366.07,349.32,1.8,145.22,248.97,84.09,3.39,100.35,94.67,19.66,5.68,0.0,0.49
20134,United Kingdom,1997,1713.664294912,365.76,349.19,2.11,119.72,244.09,110.96,4.17,105.1,98.15,13.41,6.95,0.0,0.67
20135,United Kingdom,1998,1766.690914304,373.79,361.08,2.65,122.97,252.94,117.8,5.12,108.14,99.49,12.17,8.65,0.0,0.88
20136,United Kingdom,1999,1822.988828672,379.49,365.25,3.43,106.18,260.5,142.9,5.34,104.75,95.13,11.42,9.62,0.0,0.85
20137,United Kingdom,2000,1889.457799168,391.23,377.06,3.88,119.95,282.09,148.08,5.09,94.97,85.06,14.06,9.91,0.0,0.94
20138,United Kingdom,2001,1939.16239872,395.17,384.77,4.53,131.46,285.14,141.91,4.05,99.63,90.09,11.77,9.54,0.0,0.96
20139,United Kingdom,2002,1983.811813376,395.65,387.24,5.08,124.28,288.27,152.28,4.79,98.97,87.85,11.71,11.12,0.0,1.25
20140,United Kingdom,2003,2050.645557248,400.37,398.21,6.17,138.46,298.83,148.88,3.23,99.38,88.69,11.49,10.69,0.0,1.29
20141,United Kingdom,2004,2100.502593536,401.41,393.92,7.36,131.79,299.78,157.06,4.84,94.14,80.0,10.93,14.14,0.0,1.94
20142,United Kingdom,2005,2160.945659904,406.67,398.35,9.1,134.64,299.8,152.64,4.92,98.55,81.62,12.52,16.93,0.01,2.9
20143,United Kingdom,2006,2212.969054208,404.79,397.27,9.28,148.85,303.72,140.83,4.59,93.55,75.45,14.04,18.1,0.01,4.22
20144,United Kingdom,2007,2267.379924992,402.02,396.81,9.32,135.94,314.1,165.79,5.08,82.71,63.03,12.37,19.68,0.01,5.27
20145,United Kingdom,2008,2251.03839232,399.98,388.96,9.65,124.38,314.53,176.22,5.14,74.43,52.49,13.93,21.94,0.02,7.13
20146,United Kingdom,2009,2151.64649472,379.62,376.76,10.71,103.04,282.42,166.5,5.23,94.34,69.1,12.88,25.24,0.02,9.28
20147,United Kingdom,2010,2190.775025664,384.72,382.06,12.26,107.59,293.74,175.65,3.59,88.32,62.14,10.5,26.18,0.04,10.29
20148,United Kingdom,2011,2221.719158784,374.19,367.97,13.31,108.44,263.79,146.5,5.69,104.18,68.98,8.85,35.2,0.24,15.96
20149,United Kingdom,2012,2250.912301056,375.73,363.87,14.74,142.79,252.22,100.17,5.31,111.65,70.41,9.26,41.24,1.35,19.84
20150,United Kingdom,2013,2293.924888576,372.71,358.28,18.1,130.26,234.46,95.84,4.7,123.82,70.61,8.36,53.21,2.01,28.4
20151,United Kingdom,2014,2363.952726016,358.6,338.08,22.62,100.24,209.82,100.89,5.89,128.26,63.75,8.69,64.51,4.05,31.95
20152,United Kingdom,2015,2415.783051264,359.98,338.87,29.26,75.88,185.17,99.88,6.3,153.7,70.34,9.41,83.36,7.53,40.27
20153,United Kingdom,2016,2460.057337856,356.93,339.18,30.07,30.67,184.44,143.13,5.37,154.74,71.73,10.64,83.01,10.41,37.16
20154,United Kingdom,2017,2506.603626496,352.98,338.22,31.9,22.53,168.99,136.75,5.88,169.23,70.34,9.71,98.89,11.46,49.65
20155,United Kingdom,2018,2540.210225152,351.84,332.73,34.98,16.83,157.66,131.49,5.44,175.07,65.06,9.34,110.01,12.67,56.91
20260,United States,2000,12973.84210432,3835.86,3802.1,60.73,1966.27,2697.28,614.99,270.03,1104.82,753.89,116.02,350.93,0.49,5.59
20261,United States,2001,13100.471287808,3749.6,3727.57,49.75,1903.96,2678.68,639.13,208.14,1048.89,768.83,135.59,280.06,0.54,6.74
20262,United States,2002,13334.491430912,3865.21,3844.23,53.71,1933.13,2727.83,691.01,255.59,1116.4,780.06,103.69,336.34,0.55,10.35
20263,United States,2003,13708.808945664,3875.36,3868.94,53.34,1973.74,2756.03,649.91,267.27,1112.91,763.73,132.38,349.18,0.53,11.19
20264,United States,2004,14227.88132864,3963.26,3951.95,53.54,1978.3,2818.28,710.1,259.93,1133.67,788.53,129.88,345.14,0.58,14.14
20265,United States,2005,14703.731408896,4059.77,4034.99,54.28,2012.87,2899.96,760.96,263.76,1135.03,781.99,126.13,353.04,0.55,17.81
20266,United States,2006,15095.884152832,4065.36,4046.94,54.86,1990.51,2878.56,816.44,282.69,1168.38,787.22,71.61,381.16,0.51,26.59
20267,United States,2007,15364.46431232,4173.82,4142.57,55.54,2016.46,2988.24,896.59,240.61,1154.33,806.42,75.19,347.91,0.61,34.45
20268,United States,2008,15319.731011584,4140.35,4107.53,55.03,1985.8,2924.21,882.98,248.54,1183.32,806.21,55.43,377.11,0.86,55.36
20269,United States,2009,14894.294368256,3973.87,3939.82,54.49,1755.9,2725.41,920.98,268.82,1214.41,798.85,48.53,415.56,0.89,73.89
20270,United States,2010,15270.6220032,4139.92,4113.94,56.09,1847.29,2882.49,987.7,254.7,1231.45,806.97,47.5,424.48,1.21,94.65
20271,United States,2011,15509.302018048,4126.12,4088.87,56.67,1733.43,2788.93,1013.69,312.93,1299.94,790.2,41.81,509.74,1.82,120.18
20272,United States,2012,15849.63518464,4087.93,4040.67,57.62,1514.04,2779.02,1225.89,271.29,1261.65,769.33,39.09,492.32,4.33,140.82
20273,United States,2013,16108.42898432,4113.49,4055.61,60.86,1581.11,2746.21,1124.84,263.88,1309.4,789.02,40.26,520.38,9.04,167.84
20274,United States,2014,16482.662612992,4149.22,4096.01,63.99,1581.71,2752.01,1126.61,253.19,1344.0,797.17,43.69,546.83,28.92,181.65
20275,United States,2015,16902.57850368,4150.66,4083.99,63.63,1352.4,2730.32,1333.48,243.99,1353.67,797.18,44.44,556.49,39.03,190.72
20276,United States,2016,17162.55719424,4154.06,4087.56,62.76,1239.15,2656.96,1378.31,261.13,1430.6,805.69,39.5,624.91,54.87,226.99
20277,United States,2017,17596.283879424,4108.62,4052.31,62.73,1205.84,2540.17,1296.44,293.84,1512.14,804.95,37.89,707.19,77.28,254.3
20278,United States,2018,18140.645818368,4246.01,4201.55,61.83,1149.49,2661.3,1469.13,286.62,1540.25,807.08,42.68,733.17,93.36,272.67
20750,Venezuela,2000,330.514169856,83.19,83.24,0.0,0.0,21.04,12.77,62.2,62.2,0.0,8.27,62.2,0.0,0.0
20751,Venezuela,2001,343.645650944,87.71,87.74,0.0,0.0,27.89,15.33,59.85,59.85,0.0,12.56,59.85,0.0,0.0
20752,Venezuela,2002,314.345783296,86.79,86.65,0.0,0.0,27.71,13.23,58.94,58.94,0.0,14.48,58.94,0.0,0.0
20753,Venezuela,2003,291.683467264,88.86,89.27,0.0,0.0,29.34,13.04,59.93,59.93,0.0,16.3,59.93,0.0,0.0
20754,Venezuela,2004,346.768572416,96.59,96.21,0.0,0.0,26.84,13.33,69.37,69.37,0.0,13.51,69.37,0.0,0.0
20755,Venezuela,2005,384.106692608,100.81,101.39,0.0,0.0,24.93,11.69,76.46,76.46,0.0,13.24,76.46,0.0,0.0
20756,Venezuela,2006,424.502624256,107.35,107.9,0.0,0.0,27.12,13.08,80.78,80.78,0.0,14.04,80.78,0.0,0.0
20757,Venezuela,2007,462.973370368,111.3,111.84,0.0,0.0,29.61,15.59,82.23,82.23,0.0,14.02,82.23,0.0,0.0
20758,Venezuela,2008,489.024782336,116.01,116.48,0.0,0.0,30.51,15.26,85.97,85.97,0.0,15.25,85.97,0.0,0.0
20759,Venezuela,2009,475.066335232,116.33,116.7,0.0,0.0,31.6,16.1,85.1,85.1,0.0,15.5,85.1,0.0,0.0
20760,Venezuela,2010,478.283169792,110.78,110.78,0.0,0.0,34.77,16.75,76.01,76.01,0.0,18.02,76.01,0.0,0.0
20761,Venezuela,2011,503.38267136,115.31,115.06,0.0,0.0,32.23,16.42,82.83,82.83,0.0,15.81,82.83,0.0,0.0
20762,Venezuela,2012,533.462253568,118.98,118.5,0.0,0.0,37.26,18.43,81.19,81.24,0.0,18.83,81.24,0.0,0.05
20763,Venezuela,2013,624.601399296,120.75,120.04,0.0,0.0,37.24,19.39,82.71,82.8,0.0,17.85,82.8,0.0,0.09
20764,Venezuela,2014,598.398271488,99.49,100.36,0.0,0.0,36.62,21.71,63.65,63.74,0.0,14.91,63.74,0.0,0.09
20765,Venezuela,2015,558.924234752,118.23,119.2,0.0,0.0,44.95,26.21,74.15,74.25,0.0,18.74,74.25,0.01,0.09
20766,Venezuela,2016,456.477147136,103.56,104.67,0.0,0.0,42.24,26.18,62.33,62.43,0.0,16.06,62.43,0.01,0.09
20767,Venezuela,2017,384.942604288,100.16,101.22,0.0,0.0,40.61,26.14,60.51,60.61,0.0,14.47,60.61,0.01,0.09
20768,Venezuela,2018,309.413019648,96.25,97.27,0.0,0.0,39.02,25.6,58.15,58.25,0.0,13.42,58.25,0.01,0.09
20873,Vietnam,2000,219.648868352,26.56,26.56,0.0,3.13,12.01,4.36,14.55,14.55,0.0,4.52,14.55,0.0,0.0
20874,Vietnam,2001,233.951166464,30.61,30.61,0.0,3.22,12.4,4.42,18.21,18.21,0.0,4.76,18.21,0.0,0.0
20875,Vietnam,2002,249.609535488,35.8,35.8,0.0,4.88,17.6,8.33,18.2,18.2,0.0,4.39,18.2,0.0,0.0
20876,Vietnam,2003,266.926604288,40.93,40.93,0.0,7.24,21.94,12.04,18.99,18.99,0.0,2.66,18.99,0.0,0.0
20877,Vietnam,2004,286.642536448,46.2,46.2,0.0,7.17,28.38,19.53,17.82,17.82,0.0,1.68,17.82,0.0,0.0
20878,Vietnam,2005,307.221168128,52.46,52.08,0.05,11.01,35.5,22.32,16.53,16.58,0.0,2.17,16.58,0.0,0.0
20879,Vietnam,2006,327.378436096,58.87,57.9,0.06,12.23,38.13,24.5,19.71,19.77,0.0,1.4,19.77,0.0,0.0
20880,Vietnam,2007,349.424484352,66.79,64.16,0.08,12.36,41.64,26.62,22.44,22.52,0.0,2.66,22.52,0.0,0.0
20881,Vietnam,2008,367.900196864,74.17,70.95,0.05,12.29,44.92,31.06,25.98,26.03,0.0,1.57,26.03,0.0,0.0
20882,Vietnam,2009,386.341339136,84.37,80.64,0.06,12.45,50.59,36.36,29.98,30.05,0.0,1.78,30.05,0.0,0.01
20883,Vietnam,2010,409.65537792,96.36,91.72,0.05,15.88,63.1,44.69,28.52,28.62,0.0,2.53,28.62,0.01,0.04
20884,Vietnam,2011,433.52784896,105.38,101.51,0.06,19.94,60.32,39.65,41.08,41.19,0.0,0.73,41.19,0.01,0.04
20885,Vietnam,2012,456.298921984,116.61,115.16,0.06,21.25,61.74,40.38,53.31,53.42,0.0,0.11,53.42,0.01,0.04
20886,Vietnam,2013,481.060683776,126.79,124.46,0.06,24.02,66.5,41.75,57.82,57.96,0.0,0.73,57.96,0.01,0.07
20887,Vietnam,2014,509.802446848,142.69,141.25,0.06,34.87,78.95,43.38,62.16,62.3,0.0,0.7,62.3,0.01,0.07
20888,Vietnam,2015,543.931138048,158.93,157.95,0.07,52.71,100.52,47.11,57.17,57.43,0.0,0.7,57.43,0.01,0.18
20889,Vietnam,2016,577.683456,177.08,175.75,0.07,63.97,111.3,45.56,64.17,64.45,0.0,1.77,64.45,0.01,0.2
20890,Vietnam,2017,617.774710784,192.31,191.6,0.08,62.61,103.56,39.96,87.6,88.04,0.0,0.99,88.04,0.01,0.35
20891,Vietnam,2018,661.488402432,210.81,209.19,0.13,83.85,123.98,39.92,84.49,85.21,0.0,0.21,85.21,0.1,0.49
